state,school_year,sy_end,page_url,file_url_or_steps,file_format,statewide_file,district_level,black_rows,hispanic_rows,white_rows,subgroup_evidence,proficiency_label,proficient_levels,suppression,hs_test_math,hs_test_rla,hs_grade,test_replacement_2022_2025,replacement_source,usable,notes
AL,2021-22,2022,https://reportcard.alsde.edu/SupportingData_Proficiency.aspx,Federal Report Card > Student Participation & Proficiency: Reporting Year 2021-2022 > Export to CSV (grid covers every system and school; filter Grade and Race/Ethnicity after export). Also on https://www.alabamaachieves.org/reports-data/school-performance/ (Proficiency section): ELA https://www.alabamaachieves.org/wp-content/uploads/2023/07/2021-2022-ELA-Assessment.xlsb ; Math https://www.alabamaachieves.org/wp-content/uploads/2023/03/RD_2023331_2021-2022-Math-Assessment_V1.0.xlsb (contents not opened),CSV export (report card); XLSB/XLSX (alabamaachieves files),yes,yes (System rows),expected,expected,expected,"Export grid columns seen on page: Year, System, School, Subject, Grade, Gender, Race, Ethnicity, Sub Population, Enrolled, Tested, Proficient, Participation Rate, Proficient Rate, Level 1-4 counts and %. Category values in Race/Ethnicity not viewed",Level 1-4; Proficient Rate column,Level 3 or 4 (ALSDE Proficiency Levels Tables 2024-25: 'Proficiency is scoring in Level 3 or 4' for ACT with Writing),"'*' = number of students <= 10, or total minus subgroup <= 10; '~' = percentage >= 95% or <= 5% (page legend)",ACT with Writing (Math),ACT with Writing (English Language Arts),11 (ACAP Summative is grades 2-8; grade 11 rows in export not verified),none found: ACT with Writing is the HS accountability test since 2017-18; ALSDE was considering a WorkKeys alternative in Sept 2025 (after the window),https://www.alabamaachieves.org/assessment/ (ACT with Writing section); https://alabamareflector.com/2025/09/19/alsde-proposes-changes-to-standardized-testing-for-high-school-students/,yes,"Grid shows 3,156,312 rows across years; year must be chosen before export. Confirm Grade=11 rows and Race values in one export."
AL,2022-23,2023,https://reportcard.alsde.edu/SupportingData_Proficiency.aspx,Federal Report Card > Student Participation & Proficiency: Reporting Year 2022-2023 > Export to CSV (grid covers every system and school; filter Grade and Race/Ethnicity after export). Also on https://www.alabamaachieves.org/reports-data/school-performance/ (Proficiency section): ELA https://www.alabamaachieves.org/wp-content/uploads/2023/03/RD_SP_2023731_2022-2023-ELA-Participation-and-Proficiency_V1.0.xlsb ; Math https://www.alabamaachieves.org/wp-content/uploads/2023/08/RD_SP_2023731_2022-2023-MATH-Participation-and-Proficiency_V1.0.xlsb (contents not opened),CSV export (report card); XLSB/XLSX (alabamaachieves files),yes,yes (System rows),expected,expected,expected,"Export grid columns seen on page: Year, System, School, Subject, Grade, Gender, Race, Ethnicity, Sub Population, Enrolled, Tested, Proficient, Participation Rate, Proficient Rate, Level 1-4 counts and %. Category values in Race/Ethnicity not viewed",Level 1-4; Proficient Rate column,Level 3 or 4 (ALSDE Proficiency Levels Tables 2024-25: 'Proficiency is scoring in Level 3 or 4' for ACT with Writing),"'*' = number of students <= 10, or total minus subgroup <= 10; '~' = percentage >= 95% or <= 5% (page legend)",ACT with Writing (Math),ACT with Writing (English Language Arts),11 (ACAP Summative is grades 2-8; grade 11 rows in export not verified),none found: ACT with Writing is the HS accountability test since 2017-18; ALSDE was considering a WorkKeys alternative in Sept 2025 (after the window),https://www.alabamaachieves.org/assessment/ (ACT with Writing section); https://alabamareflector.com/2025/09/19/alsde-proposes-changes-to-standardized-testing-for-high-school-students/,yes,"Grid shows 3,156,312 rows across years; year must be chosen before export. Confirm Grade=11 rows and Race values in one export."
AL,2023-24,2024,https://reportcard.alsde.edu/SupportingData_Proficiency.aspx,Federal Report Card > Student Participation & Proficiency: Reporting Year 2023-2024 > Export to CSV (grid covers every system and school; filter Grade and Race/Ethnicity after export). Also on https://www.alabamaachieves.org/reports-data/school-performance/ (Proficiency section): ELA https://www.alabamaachieves.org/wp-content/uploads/2024/08/RD_SP_202488_2023-2024-Participation-and-Proficiency-ELA_v1.0.xlsb ; Math https://www.alabamaachieves.org/wp-content/uploads/2024/08/RD_SP_202488_2023-2024-Participation-and-Proficiency-Math_v1.0.xlsb (contents not opened),CSV export (report card); XLSB/XLSX (alabamaachieves files),yes,yes (System rows),expected,expected,expected,"Export grid columns seen on page: Year, System, School, Subject, Grade, Gender, Race, Ethnicity, Sub Population, Enrolled, Tested, Proficient, Participation Rate, Proficient Rate, Level 1-4 counts and %. Category values in Race/Ethnicity not viewed",Level 1-4; Proficient Rate column,Level 3 or 4 (ALSDE Proficiency Levels Tables 2024-25: 'Proficiency is scoring in Level 3 or 4' for ACT with Writing),"'*' = number of students <= 10, or total minus subgroup <= 10; '~' = percentage >= 95% or <= 5% (page legend)",ACT with Writing (Math),ACT with Writing (English Language Arts),11 (ACAP Summative is grades 2-8; grade 11 rows in export not verified),none found: ACT with Writing is the HS accountability test since 2017-18; ALSDE was considering a WorkKeys alternative in Sept 2025 (after the window),https://www.alabamaachieves.org/assessment/ (ACT with Writing section); https://alabamareflector.com/2025/09/19/alsde-proposes-changes-to-standardized-testing-for-high-school-students/,yes,"Grid shows 3,156,312 rows across years; year must be chosen before export. Confirm Grade=11 rows and Race values in one export."
AL,2024-25,2025,https://reportcard.alsde.edu/SupportingData_Proficiency.aspx,Federal Report Card > Student Participation & Proficiency: Reporting Year 2024-2025 > Export to CSV (grid covers every system and school; filter Grade and Race/Ethnicity after export). Also on https://www.alabamaachieves.org/reports-data/school-performance/ (Proficiency section): ELA https://www.alabamaachieves.org/wp-content/uploads/2025/08/RD_SP_2025813_2024-2025ParticipationandProficiencyELA_v1.xlsx ; Math https://www.alabamaachieves.org/wp-content/uploads/2025/08/RD_SP_2025813_2024-2025ParticipationandProficiencyMath_v1.xlsx (contents not opened),CSV export (report card); XLSB/XLSX (alabamaachieves files),yes,yes (System rows),expected,expected,expected,"Export grid columns seen on page: Year, System, School, Subject, Grade, Gender, Race, Ethnicity, Sub Population, Enrolled, Tested, Proficient, Participation Rate, Proficient Rate, Level 1-4 counts and %. Category values in Race/Ethnicity not viewed",Level 1-4; Proficient Rate column,Level 3 or 4 (ALSDE Proficiency Levels Tables 2024-25: 'Proficiency is scoring in Level 3 or 4' for ACT with Writing),"'*' = number of students <= 10, or total minus subgroup <= 10; '~' = percentage >= 95% or <= 5% (page legend)",ACT with Writing (Math),ACT with Writing (English Language Arts),11 (ACAP Summative is grades 2-8; grade 11 rows in export not verified),none found: ACT with Writing is the HS accountability test since 2017-18; ALSDE was considering a WorkKeys alternative in Sept 2025 (after the window),https://www.alabamaachieves.org/assessment/ (ACT with Writing section); https://alabamareflector.com/2025/09/19/alsde-proposes-changes-to-standardized-testing-for-high-school-students/,yes,"Grid shows 3,156,312 rows across years; year must be chosen before export. Confirm Grade=11 rows and Race values in one export."
AK,2021-22,2022,https://education.alaska.gov/assessment-results/Home/Result?schoolYear=2021-2022,No statewide AK STAR file. Per district: Districtwide > choose district > 'Download Four-Way Supressed Data (.csv)' = https://education.alaska.gov/assessment-results/District/DownloadCSV?districtId=<id>&districtName=<name>&schoolYear=2021-2022&isScience=False (about 54 districts). Statewide xlsx files on the page are the DLM alternate assessment only,CSV per district; HTML subgroup tables,no,yes (one file per district),yes (HTML subgroup table 'African American'),yes ('Hispanic'),yes ('Caucasian'),"DistrictSubGroup HTML page (Anchorage, 2024-25, grade 9 math) lists African American, Hispanic, Caucasian rows; four-way CSV not opened; CSV link confirmed on 2021-22 and 2024-25 district pages",Advanced / Proficient vs Approaching Proficient / Needs Support,Advanced + Proficient,"No results if fewer than 5 tested; if either proficiency group has 0-2 students, counts removed and percentages shown as ranges; '*' where results would release PII",AK STAR Mathematics grade 9,AK STAR ELA grade 9,9 (AK STAR grades 3-9),"2022: AK STAR first administered, replacing PEAKS (grades 3-9)",https://education.alaska.gov/assessments/akstar ; https://content.govdelivery.com/accounts/AKDEED/bulletins/397010c ; https://statetestscoreresults.substack.com/p/alaska-2025-assessment-results,no statewide file (per-district CSVs could be assembled),High school measure is grade 9 only. DEED results pages reject requests without a browser user agent.
AK,2022-23,2023,https://education.alaska.gov/assessment-results/Home/Result?schoolYear=2022-2023,No statewide AK STAR file. Per district: Districtwide > choose district > 'Download Four-Way Supressed Data (.csv)' = https://education.alaska.gov/assessment-results/District/DownloadCSV?districtId=<id>&districtName=<name>&schoolYear=2022-2023&isScience=False (about 54 districts). Statewide xlsx files on the page are the DLM alternate assessment only,CSV per district; HTML subgroup tables,no,yes (one file per district),yes (HTML subgroup table 'African American'),yes ('Hispanic'),yes ('Caucasian'),"DistrictSubGroup HTML page (Anchorage, 2024-25, grade 9 math) lists African American, Hispanic, Caucasian rows; four-way CSV not opened; CSV link confirmed on 2021-22 and 2024-25 district pages",Advanced / Proficient vs Approaching Proficient / Needs Support,Advanced + Proficient,"No results if fewer than 5 tested; if either proficiency group has 0-2 students, counts removed and percentages shown as ranges; '*' where results would release PII",AK STAR Mathematics grade 9,AK STAR ELA grade 9,9 (AK STAR grades 3-9),"2023: cut scores reviewed and updated (validation study and policy review); same test, not a replacement under the test_replacement.csv rule",https://education.alaska.gov/assessments/akstar ; https://content.govdelivery.com/accounts/AKDEED/bulletins/397010c ; https://statetestscoreresults.substack.com/p/alaska-2025-assessment-results,no statewide file (per-district CSVs could be assembled),High school measure is grade 9 only. DEED results pages reject requests without a browser user agent.
AK,2023-24,2024,https://education.alaska.gov/assessment-results/Home/Result?schoolYear=2023-2024,No statewide AK STAR file. Per district: Districtwide > choose district > 'Download Four-Way Supressed Data (.csv)' = https://education.alaska.gov/assessment-results/District/DownloadCSV?districtId=<id>&districtName=<name>&schoolYear=2023-2024&isScience=False (about 54 districts). Statewide xlsx files on the page are the DLM alternate assessment only,CSV per district; HTML subgroup tables,no,yes (one file per district),yes (HTML subgroup table 'African American'),yes ('Hispanic'),yes ('Caucasian'),"DistrictSubGroup HTML page (Anchorage, 2024-25, grade 9 math) lists African American, Hispanic, Caucasian rows; four-way CSV not opened; CSV link confirmed on 2021-22 and 2024-25 district pages",Advanced / Proficient vs Approaching Proficient / Needs Support,Advanced + Proficient,"No results if fewer than 5 tested; if either proficiency group has 0-2 students, counts removed and percentages shown as ranges; '*' where results would release PII",AK STAR Mathematics grade 9,AK STAR ELA grade 9,9 (AK STAR grades 3-9),none,https://education.alaska.gov/assessments/akstar ; https://content.govdelivery.com/accounts/AKDEED/bulletins/397010c ; https://statetestscoreresults.substack.com/p/alaska-2025-assessment-results,no statewide file (per-district CSVs could be assembled),High school measure is grade 9 only. DEED results pages reject requests without a browser user agent.
AK,2024-25,2025,https://education.alaska.gov/assessment-results/Home/Result?schoolYear=2024-2025,No statewide AK STAR file. Per district: Districtwide > choose district > 'Download Four-Way Supressed Data (.csv)' = https://education.alaska.gov/assessment-results/District/DownloadCSV?districtId=<id>&districtName=<name>&schoolYear=2024-2025&isScience=False (about 54 districts). Statewide xlsx files on the page are the DLM alternate assessment only,CSV per district; HTML subgroup tables,no,yes (one file per district),yes (HTML subgroup table 'African American'),yes ('Hispanic'),yes ('Caucasian'),"DistrictSubGroup HTML page (Anchorage, 2024-25, grade 9 math) lists African American, Hispanic, Caucasian rows; four-way CSV not opened; CSV link confirmed on 2021-22 and 2024-25 district pages",Advanced / Proficient vs Approaching Proficient / Needs Support,Advanced + Proficient,"No results if fewer than 5 tested; if either proficiency group has 0-2 students, counts removed and percentages shown as ranges; '*' where results would release PII",AK STAR Mathematics grade 9,AK STAR ELA grade 9,9 (AK STAR grades 3-9),none,https://education.alaska.gov/assessments/akstar ; https://content.govdelivery.com/accounts/AKDEED/bulletins/397010c ; https://statetestscoreresults.substack.com/p/alaska-2025-assessment-results,no statewide file (per-district CSVs could be assembled),High school measure is grade 9 only. DEED results pages reject requests without a browser user agent.
AZ,2021-22,2022,https://www.azed.gov/accountability-research/data,State Assessment Public Files > 'Assessments 2022': https://www.azed.gov/sites/default/files/2023/08/math_ela_assessments_2022_redacted.xlsx,XLSX,yes,expected (LEA tab),unverified,unverified,unverified,"Not confirmed without opening. ADE describes its earlier combined public files (2019) as having separate tabs by school, LEA, county and state; the FY22-25 layout was not seen",Minimally Proficient / Partially Proficient / Proficient / Highly Proficient,Proficient + Highly Proficient,'*' = numbers under 11 not reported (FERPA) (page note under Assessments 2021-2023; same file series),ACT Aspire (grade 9) and ACT (grade 11),ACT Aspire (grade 9) and ACT (grade 11),9 and 11,2022: AzM2 high school tests replaced by ACT Aspire (grade 9) and ACT (grade 11) as the statewide HS achievement tests,"https://www.azed.gov/assessment/act-aspire ; https://www.azed.gov/assessment/act (search-index copies for spring 2022: ACT grade 11 Cohort 2023, ACT Aspire grade 9 Cohort 2025); https://www.azed.gov/sites/default/files/2022/08/ACT-ACT%20Aspire%20Comparison%202022-2023.pdf (now 404)",probable (LEA x race rows and HS test inclusion to confirm in one file),azed.gov blocks non-browser requests (Cloudflare); page read in Chrome. 2022 file is marked 'redacted'.
AZ,2022-23,2023,https://www.azed.gov/accountability-research/data,State Assessment Public Files > 'Assessments 2023': https://www.azed.gov/sites/default/files/2024/02/math_ela_assessments_2023_publish%5B1%5D.xlsx,XLSX,yes,expected (LEA tab),unverified,unverified,unverified,"Not confirmed without opening. ADE describes its earlier combined public files (2019) as having separate tabs by school, LEA, county and state; the FY22-25 layout was not seen",Minimally Proficient / Partially Proficient / Proficient / Highly Proficient,Proficient + Highly Proficient,'*' = numbers under 11 not reported (FERPA) (page note under Assessments 2021-2023; same file series),ACT Aspire (grade 9) and ACT (grade 11),ACT Aspire (grade 9) and ACT (grade 11),9 and 11,none (ACT Aspire kept for grade 9 'for the life of our contract' though discontinued nationally),"https://www.azed.gov/assessment/act-aspire ; https://www.azed.gov/assessment/act (search-index copies for spring 2022: ACT grade 11 Cohort 2023, ACT Aspire grade 9 Cohort 2025); https://www.azed.gov/sites/default/files/2022/08/ACT-ACT%20Aspire%20Comparison%202022-2023.pdf (now 404)",probable (LEA x race rows and HS test inclusion to confirm in one file),azed.gov blocks non-browser requests (Cloudflare); page read in Chrome. 2022 file is marked 'redacted'.
